Date,Continent,Country,Count
2020-01-01,Asia,Afghanistan,0.0
2020-01-02,Asia,Afghanistan,0.0
2020-01-03,Asia,Afghanistan,0.0
2020-01-04,Asia,Afghanistan,0.0
2020-01-05,Asia,Afghanistan,0.0
2020-01-06,Asia,Afghanistan,0.0
2020-01-07,Asia,Afghanistan,0.0
2020-01-08,Asia,Afghanistan,0.0
2020-01-09,Asia,Afghanistan,0.0
2020-01-10,Asia,Afghanistan,0.0
2020-01-11,Asia,Afghanistan,0.0
2020-01-12,Asia,Afghanistan,0.0
2020-01-13,Asia,Afghanistan,0.0
2020-01-14,Asia,Afghanistan,0.0
2020-01-15,Asia,Afghanistan,0.0
2020-01-16,Asia,Afghanistan,0.0
2020-01-17,Asia,Afghanistan,0.0
2020-01-18,Asia,Afghanistan,0.0
2020-01-19,Asia,Afghanistan,0.0
2020-01-20,Asia,Afghanistan,0.0
2020-01-21,Asia,Afghanistan,0.0
2020-01-22,Asia,Afghanistan,0.0
2020-01-23,Asia,Afghanistan,0.0
2020-01-24,Asia,Afghanistan,0.0
2020-01-25,Asia,Afghanistan,0.0
2020-01-26,Asia,Afghanistan,0.0
2020-01-27,Asia,Afghanistan,0.0
2020-01-28,Asia,Afghanistan,0.0
2020-01-29,Asia,Afghanistan,0.0
2020-01-30,Asia,Afghanistan,0.0
2020-01-31,Asia,Afghanistan,0.0
2020-02-01,Asia,Afghanistan,0.0
2020-02-02,Asia,Afghanistan,0.0
2020-02-03,Asia,Afghanistan,0.0
2020-02-04,Asia,Afghanistan,0.0
2020-02-05,Asia,Afghanistan,0.0
2020-02-06,Asia,Afghanistan,0.0
2020-02-07,Asia,Afghanistan,0.0
2020-02-08,Asia,Afghanistan,0.0
2020-02-09,Asia,Afghanistan,0.0
2020-02-10,Asia,Afghanistan,0.0
2020-02-11,Asia,Afghanistan,0.0
2020-02-12,Asia,Afghanistan,0.0
2020-02-13,Asia,Afghanistan,0.0
2020-02-14,Asia,Afghanistan,0.0
2020-02-15,Asia,Afghanistan,0.0
2020-02-16,Asia,Afghanistan,0.0
2020-02-17,Asia,Afghanistan,0.0
2020-02-18,Asia,Afghanistan,0.0
2020-02-19,Asia,Afghanistan,0.0
2020-02-20,Asia,Afghanistan,0.0
2020-02-21,Asia,Afghanistan,0.0
2020-02-22,Asia,Afghanistan,0.0
2020-02-23,Asia,Afghanistan,0.0
2020-02-24,Asia,Afghanistan,1.0
2020-02-25,Asia,Afghanistan,0.0
2020-02-26,Asia,Afghanistan,0.0
2020-02-27,Asia,Afghanistan,0.0
2020-02-28,Asia,Afghanistan,0.0
2020-02-29,Asia,Afghanistan,0.0
2020-03-01,Asia,Afghanistan,0.0
2020-03-02,Asia,Afghanistan,0.0
2020-03-03,Asia,Afghanistan,1.0
2020-03-04,Asia,Afghanistan,2.0
2020-03-05,Asia,Afghanistan,0.0
2020-03-06,Asia,Afghanistan,0.0
2020-03-07,Asia,Afghanistan,0.0
2020-03-08,Asia,Afghanistan,1.0
2020-03-09,Asia,Afghanistan,2.0
2020-03-10,Asia,Afghanistan,1.0
2020-03-11,Asia,Afghanistan,3.0
2020-03-12,Asia,Afghanistan,1.0
2020-03-13,Asia,Afghanistan,1.0
2020-03-14,Asia,Afghanistan,2.0
2020-03-15,Asia,Afghanistan,1.0
2020-03-16,Asia,Afghanistan,2.0
2020-03-17,Asia,Afghanistan,2.0
2020-03-18,Asia,Afghanistan,4.0
2020-03-19,Asia,Afghanistan,1.0
2020-03-20,Asia,Afghanistan,4.0
2020-03-21,Asia,Afghanistan,1.0
2020-03-22,Asia,Afghanistan,4.0
2020-03-23,Asia,Afghanistan,7.0
2020-03-24,Asia,Afghanistan,2.0
2020-03-25,Asia,Afghanistan,33.0
2020-03-26,Asia,Afghanistan,4.0
2020-03-27,Asia,Afghanistan,11.0
2020-03-28,Asia,Afghanistan,16.0
2020-03-29,Asia,Afghanistan,11.0
2020-03-30,Asia,Afghanistan,28.0
2020-03-31,Asia,Afghanistan,29.0
2020-04-01,Asia,Afghanistan,22.0
2020-04-02,Asia,Afghanistan,43.0
2020-04-03,Asia,Afghanistan,35.0
2020-04-04,Asia,Afghanistan,25.0
2020-04-05,Asia,Afghanistan,38.0
2020-04-06,Asia,Afghanistan,30.0
2020-04-07,Asia,Afghanistan,56.0
2020-04-08,Asia,Afghanistan,21.0
2020-04-09,Asia,Afghanistan,40.0
2020-04-10,Asia,Afghanistan,47.0
2020-04-11,Asia,Afghanistan,24.0
2020-04-12,Asia,Afghanistan,52.0
2020-04-13,Asia,Afghanistan,58.0
2020-04-14,Asia,Afghanistan,49.0
2020-04-15,Asia,Afghanistan,70.0
2020-04-16,Asia,Afghanistan,56.0
2020-04-17,Asia,Afghanistan,66.0
2020-04-18,Asia,Afghanistan,27.0
2020-04-19,Asia,Afghanistan,63.0
2020-04-20,Asia,Afghanistan,30.0
2020-04-21,Asia,Afghanistan,66.0
2020-04-22,Asia,Afghanistan,84.0
2020-04-23,Asia,Afghanistan,59.0
2020-04-24,Asia,Afghanistan,95.0
2020-04-25,Asia,Afghanistan,133.0
2020-04-26,Asia,Afghanistan,68.0
2020-04-27,Asia,Afghanistan,172.0
2020-04-28,Asia,Afghanistan,126.0
2020-04-29,Asia,Afghanistan,110.0
2020-04-30,Asia,Afghanistan,187.0
2020-05-01,Asia,Afghanistan,164.0
2020-05-02,Asia,Afghanistan,179.0
2020-05-03,Asia,Afghanistan,235.0
2020-05-04,Asia,Afghanistan,190.0
2020-05-05,Asia,Afghanistan,330.0
2020-05-06,Asia,Afghanistan,168.0
2020-05-07,Asia,Afghanistan,171.0
2020-05-08,Asia,Afghanistan,217.0
2020-05-09,Asia,Afghanistan,261.0
2020-05-10,Asia,Afghanistan,361.0
2020-05-11,Asia,Afghanistan,284.0
2020-05-12,Asia,Afghanistan,281.0
2020-05-13,Asia,Afghanistan,259.0
2020-05-14,Asia,Afghanistan,413.0
2020-05-15,Asia,Afghanistan,414.0
2020-05-16,Asia,Afghanistan,349.0
2020-05-17,Asia,Afghanistan,262.0
2020-05-18,Asia,Afghanistan,408.0
2020-05-19,Asia,Afghanistan,581.0
2020-05-20,Asia,Afghanistan,492.0
2020-05-21,Asia,Afghanistan,531.0
2020-05-22,Asia,Afghanistan,542.0
2020-05-23,Asia,Afghanistan,782.0
2020-05-24,Asia,Afghanistan,584.0
2020-05-25,Asia,Afghanistan,591.0
2020-05-26,Asia,Afghanistan,658.0
2020-05-27,Asia,Afghanistan,625.0
2020-05-28,Asia,Afghanistan,580.0
2020-05-29,Asia,Afghanistan,623.0
2020-05-30,Asia,Afghanistan,866.0
2020-05-31,Asia,Afghanistan,680.0
2020-06-01,Asia,Afghanistan,545.0
2020-06-02,Asia,Afghanistan,759.0
2020-06-03,Asia,Afghanistan,758.0
2020-06-04,Asia,Afghanistan,787.0
2020-06-05,Asia,Afghanistan,915.0
2020-06-06,Asia,Afghanistan,582.0
2020-06-07,Asia,Afghanistan,791.0
2020-06-08,Asia,Afghanistan,575.0
2020-06-09,Asia,Afghanistan,542.0
2020-06-10,Asia,Afghanistan,684.0
2020-06-11,Asia,Afghanistan,748.0
2020-06-12,Asia,Afghanistan,656.0
2020-06-13,Asia,Afghanistan,556.0
2020-06-14,Asia,Afghanistan,664.0
2020-06-15,Asia,Afghanistan,761.0
2020-06-16,Asia,Afghanistan,783.0
2020-06-17,Asia,Afghanistan,564.0
2020-06-18,Asia,Afghanistan,658.0
2020-06-19,Asia,Afghanistan,346.0
2020-06-20,Asia,Afghanistan,546.0
2020-06-21,Asia,Afghanistan,409.0
2020-06-22,Asia,Afghanistan,310.0
2020-06-23,Asia,Afghanistan,324.0
2020-06-24,Asia,Afghanistan,234.0
2020-06-25,Asia,Afghanistan,460.0
2020-06-26,Asia,Afghanistan,276.0
2020-06-27,Asia,Afghanistan,165.0
2020-06-28,Asia,Afghanistan,351.0
2020-06-29,Asia,Afghanistan,271.0
2020-06-30,Asia,Afghanistan,279.0
2020-07-01,Asia,Afghanistan,319.0
2020-07-02,Asia,Afghanistan,186.0
2020-07-03,Asia,Afghanistan,302.0
2020-07-04,Asia,Afghanistan,348.0
2020-07-05,Asia,Afghanistan,279.0
2020-07-06,Asia,Afghanistan,239.0
2020-07-07,Asia,Afghanistan,194.0
2020-07-08,Asia,Afghanistan,210.0
2020-07-09,Asia,Afghanistan,314.0
2020-07-10,Asia,Afghanistan,286.0
2020-07-11,Asia,Afghanistan,172.0
2020-07-12,Asia,Afghanistan,85.0
2020-07-13,Asia,Afghanistan,154.0
2020-07-14,Asia,Afghanistan,135.0
2020-07-15,Asia,Afghanistan,254.0
2020-07-16,Asia,Afghanistan,76.0
2020-07-17,Asia,Afghanistan,159.0
2020-07-18,Asia,Afghanistan,60.0
2020-07-19,Asia,Afghanistan,174.0
2020-07-20,Asia,Afghanistan,40.0
2020-07-21,Asia,Afghanistan,112.0
2020-07-22,Asia,Afghanistan,112.0
2020-07-23,Asia,Afghanistan,201.0
2020-07-24,Asia,Afghanistan,60.0
2020-07-25,Asia,Afghanistan,48.0
2020-07-26,Asia,Afghanistan,121.0
2020-07-27,Asia,Afghanistan,106.0
2020-07-28,Asia,Afghanistan,105.0
2020-07-29,Asia,Afghanistan,105.0
2020-07-30,Asia,Afghanistan,69.0
2020-07-31,Asia,Afghanistan,133.0
2020-08-01,Asia,Afghanistan,35.0
2020-08-02,Asia,Afghanistan,1.0
2020-08-03,Asia,Afghanistan,36.0
2020-08-04,Asia,Afghanistan,36.0
2020-08-05,Asia,Afghanistan,47.0
2020-08-06,Asia,Afghanistan,108.0
2020-08-07,Asia,Afghanistan,78.0
2020-08-08,Asia,Afghanistan,40.0
2020-08-09,Asia,Afghanistan,37.0
2020-08-10,Asia,Afghanistan,70.0
2020-08-11,Asia,Afghanistan,107.0
2020-08-12,Asia,Afghanistan,76.0
2020-08-13,Asia,Afghanistan,86.0
2020-08-14,Asia,Afghanistan,75.0
2020-08-15,Asia,Afghanistan,45.0
2020-08-16,Asia,Afghanistan,48.0
2020-08-17,Asia,Afghanistan,77.0
2020-08-18,Asia,Afghanistan,43.0
2020-08-19,Asia,Afghanistan,40.0
2020-08-20,Asia,Afghanistan,102.0
2020-08-21,Asia,Afghanistan,33.0
2020-08-22,Asia,Afghanistan,59.0
2020-08-23,Asia,Afghanistan,46.0
2020-08-24,Asia,Afghanistan,55.0
2020-08-25,Asia,Afghanistan,16.0
2020-08-26,Asia,Afghanistan,42.0
2020-08-27,Asia,Afghanistan,16.0
2020-08-28,Asia,Afghanistan,11.0
2020-08-29,Asia,Afghanistan,3.0
2020-08-30,Asia,Afghanistan,22.0
2020-08-31,Asia,Afghanistan,4.0
2020-09-01,Asia,Afghanistan,34.0
2020-09-02,Asia,Afghanistan,50.0
2020-09-03,Asia,Afghanistan,45.0
2020-09-04,Asia,Afghanistan,16.0
2020-09-05,Asia,Afghanistan,20.0
2020-09-06,Asia,Afghanistan,74.0
2020-09-07,Asia,Afghanistan,96.0
2020-09-08,Asia,Afghanistan,26.0
2020-09-09,Asia,Afghanistan,24.0
2020-09-10,Asia,Afghanistan,28.0
2020-09-11,Asia,Afghanistan,34.0
2020-09-12,Asia,Afghanistan,35.0
2020-09-13,Asia,Afghanistan,75.0
2020-09-14,Asia,Afghanistan,56.0
2020-09-15,Asia,Afghanistan,43.0
2020-09-16,Asia,Afghanistan,40.0
2020-09-17,Asia,Afghanistan,17.0
2020-09-18,Asia,Afghanistan,25.0
2020-09-19,Asia,Afghanistan,22.0
2020-09-20,Asia,Afghanistan,125.0
2020-09-21,Asia,Afghanistan,30.0
2020-09-22,Asia,Afghanistan,22.0
2020-09-23,Asia,Afghanistan,49.0
2020-09-24,Asia,Afghanistan,25.0
2020-09-25,Asia,Afghanistan,16.0
2020-09-26,Asia,Afghanistan,6.0
2020-09-27,Asia,Afghanistan,35.0
2020-09-28,Asia,Afghanistan,12.0
2020-09-29,Asia,Afghanistan,15.0
2020-09-30,Asia,Afghanistan,14.0
2020-10-01,Asia,Afghanistan,17.0
2020-10-02,Asia,Afghanistan,5.0
2020-10-03,Asia,Afghanistan,7.0
2020-10-04,Asia,Afghanistan,44.0
2020-10-05,Asia,Afghanistan,81.0
2020-10-06,Asia,Afghanistan,64.0
2020-10-07,Asia,Afghanistan,62.0
2020-10-08,Asia,Afghanistan,68.0
2020-10-09,Asia,Afghanistan,77.0
2020-10-10,Asia,Afghanistan,10.0
2020-10-11,Asia,Afghanistan,96.0
2020-10-12,Asia,Afghanistan,71.0
2020-10-13,Asia,Afghanistan,58.0
2020-10-14,Asia,Afghanistan,66.0
2020-10-15,Asia,Afghanistan,32.0
2020-10-16,Asia,Afghanistan,62.0
2020-10-17,Asia,Afghanistan,53.0
2020-10-18,Asia,Afghanistan,59.0
2020-10-19,Asia,Afghanistan,87.0
2020-10-20,Asia,Afghanistan,82.0
2020-10-21,Asia,Afghanistan,141.0
2020-10-22,Asia,Afghanistan,116.0
2020-10-23,Asia,Afghanistan,61.0
2020-10-24,Asia,Afghanistan,81.0
2020-10-25,Asia,Afghanistan,65.0
2020-10-26,Asia,Afghanistan,104.0
2020-10-27,Asia,Afghanistan,95.0
2020-10-28,Asia,Afghanistan,113.0
2020-10-29,Asia,Afghanistan,123.0
2020-10-30,Asia,Afghanistan,66.0
2020-10-31,Asia,Afghanistan,91.0
2020-11-01,Asia,Afghanistan,76.0
2020-11-02,Asia,Afghanistan,132.0
2020-11-03,Asia,Afghanistan,95.0
2020-11-04,Asia,Afghanistan,86.0
2020-11-05,Asia,Afghanistan,121.0
2020-11-06,Asia,Afghanistan,40.0
2020-11-07,Asia,Afghanistan,58.0
2020-11-08,Asia,Afghanistan,126.0
2020-11-09,Asia,Afghanistan,138.0
2020-11-10,Asia,Afghanistan,166.0
2020-11-11,Asia,Afghanistan,146.0
2020-11-12,Asia,Afghanistan,186.0
2020-11-13,Asia,Afghanistan,174.0
2020-11-14,Asia,Afghanistan,66.0
2020-11-15,Asia,Afghanistan,205.0
2020-11-16,Asia,Afghanistan,228.0
2020-11-17,Asia,Afghanistan,213.0
2020-11-18,Asia,Afghanistan,243.0
2020-11-19,Asia,Afghanistan,253.0
2020-11-20,Asia,Afghanistan,186.0
2020-11-21,Asia,Afghanistan,140.0
2020-11-22,Asia,Afghanistan,203.0
2020-11-23,Asia,Afghanistan,282.0
2020-11-24,Asia,Afghanistan,186.0
2020-11-25,Asia,Afghanistan,210.0
2020-11-26,Asia,Afghanistan,216.0
2020-11-27,Asia,Afghanistan,123.0
2020-11-28,Asia,Afghanistan,121.0
2020-11-29,Asia,Afghanistan,272.0
2020-11-30,Asia,Afghanistan,158.0
2020-12-01,Asia,Afghanistan,242.0
2020-12-02,Asia,Afghanistan,202.0
2020-12-03,Asia,Afghanistan,119.0
2020-12-04,Asia,Afghanistan,0.0
2020-12-05,Asia,Afghanistan,235.0
2020-12-06,Asia,Afghanistan,234.0
2020-12-07,Asia,Afghanistan,210.0
2020-12-08,Asia,Afghanistan,200.0
2020-12-09,Asia,Afghanistan,135.0
2020-12-10,Asia,Afghanistan,202.0
2020-12-11,Asia,Afghanistan,63.0
2020-12-12,Asia,Afghanistan,113.0
2020-12-13,Asia,Afghanistan,298.0
2020-12-14,Asia,Afghanistan,191.0
2020-12-15,Asia,Afghanistan,234.0
2020-12-16,Asia,Afghanistan,209.0
2020-12-17,Asia,Afghanistan,217.0
2020-12-18,Asia,Afghanistan,243.0
2020-12-19,Asia,Afghanistan,60.0
2020-12-20,Asia,Afghanistan,136.0
2020-12-21,Asia,Afghanistan,196.0
2020-12-22,Asia,Afghanistan,177.0
2020-12-23,Asia,Afghanistan,243.0
2020-12-24,Asia,Afghanistan,222.0
2020-12-25,Asia,Afghanistan,155.0
2020-12-26,Asia,Afghanistan,76.0
2020-12-27,Asia,Afghanistan,153.0
2020-12-28,Asia,Afghanistan,241.0
2020-12-29,Asia,Afghanistan,0.0
2020-01-01,Europe,Albania,0.0
2020-01-02,Europe,Albania,0.0
2020-01-03,Europe,Albania,0.0
2020-01-04,Europe,Albania,0.0
2020-01-05,Europe,Albania,0.0
2020-01-06,Europe,Albania,0.0
2020-01-07,Europe,Albania,0.0
2020-01-08,Europe,Albania,0.0
2020-01-09,Europe,Albania,0.0
2020-01-10,Europe,Albania,0.0
2020-01-11,Europe,Albania,0.0
2020-01-12,Europe,Albania,0.0
2020-01-13,Europe,Albania,0.0
2020-01-14,Europe,Albania,0.0
2020-01-15,Europe,Albania,0.0
2020-01-16,Europe,Albania,0.0
2020-01-17,Europe,Albania,0.0
2020-01-18,Europe,Albania,0.0
2020-01-19,Europe,Albania,0.0
2020-01-20,Europe,Albania,0.0
2020-01-21,Europe,Albania,0.0
2020-01-22,Europe,Albania,0.0
2020-01-23,Europe,Albania,0.0
2020-01-24,Europe,Albania,0.0
2020-01-25,Europe,Albania,0.0
2020-01-26,Europe,Albania,0.0
2020-01-27,Europe,Albania,0.0
2020-01-28,Europe,Albania,0.0
2020-01-29,Europe,Albania,0.0
2020-01-30,Europe,Albania,0.0
2020-01-31,Europe,Albania,0.0
2020-02-01,Europe,Albania,0.0
2020-02-02,Europe,Albania,0.0
2020-02-03,Europe,Albania,0.0
2020-02-04,Europe,Albania,0.0
2020-02-05,Europe,Albania,0.0
2020-02-06,Europe,Albania,0.0
2020-02-07,Europe,Albania,0.0
2020-02-08,Europe,Albania,0.0
2020-02-09,Europe,Albania,0.0
2020-02-10,Europe,Albania,0.0
2020-02-11,Europe,Albania,0.0
2020-02-12,Europe,Albania,0.0
2020-02-13,Europe,Albania,0.0
2020-02-14,Europe,Albania,0.0
2020-02-15,Europe,Albania,0.0
2020-02-16,Europe,Albania,0.0
2020-02-17,Europe,Albania,0.0
2020-02-18,Europe,Albania,0.0
2020-02-19,Europe,Albania,0.0
2020-02-20,Europe,Albania,0.0
2020-02-21,Europe,Albania,0.0
2020-02-22,Europe,Albania,0.0
2020-02-23,Europe,Albania,0.0
2020-02-24,Europe,Albania,0.0
2020-02-25,Europe,Albania,0.0
2020-02-26,Europe,Albania,0.0
2020-02-27,Europe,Albania,0.0
2020-02-28,Europe,Albania,0.0
2020-02-29,Europe,Albania,0.0
2020-03-01,Europe,Albania,0.0
2020-03-02,Europe,Albania,0.0
2020-03-03,Europe,Albania,0.0
2020-03-04,Europe,Albania,0.0
2020-03-05,Europe,Albania,0.0
2020-03-06,Europe,Albania,0.0
2020-03-07,Europe,Albania,0.0
2020-03-08,Europe,Albania,0.0
2020-03-09,Europe,Albania,2.0
2020-03-10,Europe,Albania,8.0
2020-03-11,Europe,Albania,2.0
2020-03-12,Europe,Albania,11.0
2020-03-13,Europe,Albania,10.0
2020-03-14,Europe,Albania,5.0
2020-03-15,Europe,Albania,4.0
2020-03-16,Europe,Albania,9.0
2020-03-17,Europe,Albania,4.0
2020-03-18,Europe,Albania,4.0
2020-03-19,Europe,Albania,5.0
2020-03-20,Europe,Albania,6.0
2020-03-21,Europe,Albania,6.0
2020-03-22,Europe,Albania,13.0
2020-03-23,Europe,Albania,15.0
2020-03-24,Europe,Albania,19.0
2020-03-25,Europe,Albania,23.0
2020-03-26,Europe,Albania,28.0
2020-03-27,Europe,Albania,12.0
2020-03-28,Europe,Albania,11.0
2020-03-29,Europe,Albania,15.0
2020-03-30,Europe,Albania,11.0
2020-03-31,Europe,Albania,20.0
2020-04-01,Europe,Albania,16.0
2020-04-02,Europe,Albania,18.0
2020-04-03,Europe,Albania,27.0
2020-04-04,Europe,Albania,29.0
2020-04-05,Europe,Albania,28.0
2020-04-06,Europe,Albania,16.0
2020-04-07,Europe,Albania,6.0
2020-04-08,Europe,Albania,17.0
2020-04-09,Europe,Albania,9.0
2020-04-10,Europe,Albania,7.0
2020-04-11,Europe,Albania,17.0
2020-04-12,Europe,Albania,13.0
2020-04-13,Europe,Albania,21.0
2020-04-14,Europe,Albania,8.0
2020-04-15,Europe,Albania,19.0
2020-04-16,Europe,Albania,24.0
2020-04-17,Europe,Albania,21.0
2020-04-18,Europe,Albania,9.0
2020-04-19,Europe,Albania,14.0
2020-04-20,Europe,Albania,22.0
2020-04-21,Europe,Albania,25.0
2020-04-22,Europe,Albania,25.0
2020-04-23,Europe,Albania,29.0
2020-04-24,Europe,Albania,15.0
2020-04-25,Europe,Albania,34.0
2020-04-26,Europe,Albania,14.0
2020-04-27,Europe,Albania,10.0
2020-04-28,Europe,Albania,14.0
2020-04-29,Europe,Albania,16.0
2020-04-30,Europe,Albania,7.0
2020-05-01,Europe,Albania,9.0
2020-05-02,Europe,Albania,7.0
2020-05-03,Europe,Albania,6.0
2020-05-04,Europe,Albania,8.0
2020-05-05,Europe,Albania,17.0
2020-05-06,Europe,Albania,12.0
2020-05-07,Europe,Albania,10.0
2020-05-08,Europe,Albania,8.0
2020-05-09,Europe,Albania,6.0
2020-05-10,Europe,Albania,12.0
2020-05-11,Europe,Albania,4.0
2020-05-12,Europe,Albania,4.0
2020-05-13,Europe,Albania,4.0
2020-05-14,Europe,Albania,18.0
2020-05-15,Europe,Albania,18.0
2020-05-16,Europe,Albania,17.0
2020-05-17,Europe,Albania,13.0
2020-05-18,Europe,Albania,2.0
2020-05-19,Europe,Albania,1.0
2020-05-20,Europe,Albania,15.0
2020-05-21,Europe,Albania,5.0
2020-05-22,Europe,Albania,12.0
2020-05-23,Europe,Albania,8.0
2020-05-24,Europe,Albania,9.0
2020-05-25,Europe,Albania,6.0
2020-05-26,Europe,Albania,25.0
2020-05-27,Europe,Albania,21.0
2020-05-28,Europe,Albania,26.0
2020-05-29,Europe,Albania,23.0
2020-05-30,Europe,Albania,23.0
2020-05-31,Europe,Albania,15.0
2020-06-01,Europe,Albania,6.0
2020-06-02,Europe,Albania,21.0
2020-06-03,Europe,Albania,20.0
2020-06-04,Europe,Albania,13.0
2020-06-05,Europe,Albania,15.0
2020-06-06,Europe,Albania,20.0
2020-06-07,Europe,Albania,14.0
2020-06-08,Europe,Albania,17.0
2020-06-09,Europe,Albania,36.0
2020-06-10,Europe,Albania,42.0
2020-06-11,Europe,Albania,44.0
2020-06-12,Europe,Albania,31.0
2020-06-13,Europe,Albania,48.0
2020-06-14,Europe,Albania,57.0
2020-06-15,Europe,Albania,69.0
2020-06-16,Europe,Albania,82.0
2020-06-17,Europe,Albania,50.0
2020-06-18,Europe,Albania,66.0
2020-06-19,Europe,Albania,50.0
2020-06-20,Europe,Albania,53.0
2020-06-21,Europe,Albania,71.0
2020-06-22,Europe,Albania,33.0
2020-06-23,Europe,Albania,52.0
2020-06-24,Europe,Albania,67.0
2020-06-25,Europe,Albania,78.0
2020-06-26,Europe,Albania,77.0
2020-06-27,Europe,Albania,61.0
2020-06-28,Europe,Albania,72.0
2020-06-29,Europe,Albania,64.0
2020-06-30,Europe,Albania,69.0
2020-07-01,Europe,Albania,45.0
2020-07-02,Europe,Albania,82.0
2020-07-03,Europe,Albania,90.0
2020-07-04,Europe,Albania,67.0
2020-07-05,Europe,Albania,74.0
2020-07-06,Europe,Albania,71.0
2020-07-07,Europe,Albania,74.0
2020-07-08,Europe,Albania,68.0
2020-07-09,Europe,Albania,82.0
2020-07-10,Europe,Albania,90.0
2020-07-11,Europe,Albania,93.0
2020-07-12,Europe,Albania,83.0
2020-07-13,Europe,Albania,117.0
2020-07-14,Europe,Albania,96.0
2020-07-15,Europe,Albania,85.0
2020-07-16,Europe,Albania,99.0
2020-07-17,Europe,Albania,55.0
2020-07-18,Europe,Albania,102.0
2020-07-19,Europe,Albania,82.0
2020-07-20,Europe,Albania,81.0
2020-07-21,Europe,Albania,119.0
2020-07-22,Europe,Albania,68.0
2020-07-23,Europe,Albania,108.0
2020-07-24,Europe,Albania,104.0
2020-07-25,Europe,Albania,67.0
2020-07-26,Europe,Albania,126.0
2020-07-27,Europe,Albania,117.0
2020-07-28,Europe,Albania,117.0
2020-07-29,Europe,Albania,108.0
2020-07-30,Europe,Albania,92.0
2020-07-31,Europe,Albania,79.0
2020-08-01,Europe,Albania,120.0
2020-08-02,Europe,Albania,123.0
2020-08-03,Europe,Albania,101.0
2020-08-04,Europe,Albania,130.0
2020-08-05,Europe,Albania,139.0
2020-08-06,Europe,Albania,127.0
2020-08-07,Europe,Albania,135.0
2020-08-08,Europe,Albania,124.0
2020-08-09,Europe,Albania,136.0
2020-08-10,Europe,Albania,125.0
2020-08-11,Europe,Albania,140.0
2020-08-12,Europe,Albania,141.0
2020-08-13,Europe,Albania,154.0
2020-08-14,Europe,Albania,146.0
2020-08-15,Europe,Albania,143.0
2020-08-16,Europe,Albania,120.0
2020-08-17,Europe,Albania,119.0
2020-08-18,Europe,Albania,155.0
2020-08-19,Europe,Albania,158.0
2020-08-20,Europe,Albania,155.0
2020-08-21,Europe,Albania,152.0
2020-08-22,Europe,Albania,156.0
2020-08-23,Europe,Albania,152.0
2020-08-24,Europe,Albania,178.0
2020-08-25,Europe,Albania,154.0
2020-08-26,Europe,Albania,168.0
2020-08-27,Europe,Albania,156.0
2020-08-28,Europe,Albania,112.0
2020-08-29,Europe,Albania,84.0
2020-08-30,Europe,Albania,101.0
2020-08-31,Europe,Albania,133.0
2020-09-01,Europe,Albania,93.0
2020-09-02,Europe,Albania,122.0
2020-09-03,Europe,Albania,116.0
2020-09-04,Europe,Albania,123.0
2020-09-05,Europe,Albania,135.0
2020-09-06,Europe,Albania,153.0
2020-09-07,Europe,Albania,151.0
2020-09-08,Europe,Albania,147.0
2020-09-09,Europe,Albania,151.0
2020-09-10,Europe,Albania,156.0
2020-09-11,Europe,Albania,161.0
2020-09-12,Europe,Albania,164.0
2020-09-13,Europe,Albania,168.0
2020-09-14,Europe,Albania,167.0
2020-09-15,Europe,Albania,152.0
2020-09-16,Europe,Albania,144.0
2020-09-17,Europe,Albania,132.0
2020-09-18,Europe,Albania,125.0
2020-09-19,Europe,Albania,153.0
2020-09-20,Europe,Albania,159.0
2020-09-21,Europe,Albania,150.0
2020-09-22,Europe,Albania,131.0
2020-09-23,Europe,Albania,121.0
2020-09-24,Europe,Albania,134.0
2020-09-25,Europe,Albania,124.0
2020-09-26,Europe,Albania,108.0
2020-09-27,Europe,Albania,106.0
2020-09-28,Europe,Albania,132.0
2020-09-29,Europe,Albania,127.0
2020-09-30,Europe,Albania,131.0
2020-10-01,Europe,Albania,157.0
2020-10-02,Europe,Albania,159.0
2020-10-03,Europe,Albania,152.0
2020-10-04,Europe,Albania,149.0
2020-10-05,Europe,Albania,144.0
2020-10-06,Europe,Albania,158.0
2020-10-07,Europe,Albania,162.0
2020-10-08,Europe,Albania,169.0
2020-10-09,Europe,Albania,167.0
2020-10-10,Europe,Albania,165.0
2020-10-11,Europe,Albania,168.0
2020-10-12,Europe,Albania,171.0
2020-10-13,Europe,Albania,182.0
2020-10-14,Europe,Albania,203.0
2020-10-15,Europe,Albania,257.0
2020-10-16,Europe,Albania,289.0
2020-10-17,Europe,Albania,273.0
2020-10-18,Europe,Albania,281.0
2020-10-19,Europe,Albania,295.0
2020-10-20,Europe,Albania,301.0
2020-10-21,Europe,Albania,297.0
2020-10-22,Europe,Albania,302.0
2020-10-23,Europe,Albania,306.0
2020-10-24,Europe,Albania,302.0
2020-10-25,Europe,Albania,299.0
2020-10-26,Europe,Albania,288.0
2020-10-27,Europe,Albania,284.0
2020-10-28,Europe,Albania,311.0
2020-10-29,Europe,Albania,275.0
2020-10-30,Europe,Albania,319.0
2020-10-31,Europe,Albania,241.0
2020-11-01,Europe,Albania,327.0
2020-11-02,Europe,Albania,321.0
2020-11-03,Europe,Albania,381.0
2020-11-04,Europe,Albania,396.0
2020-11-05,Europe,Albania,421.0
2020-11-06,Europe,Albania,489.0
2020-11-07,Europe,Albania,495.0
2020-11-08,Europe,Albania,501.0
2020-11-09,Europe,Albania,525.0
